TCGA_3L_AA1B_01A	TCGA_4N_A93T_01A	TCGA_4T_AA8H_01A	TCGA_5M_AAT4_01A
8266	2910	2447	1598	5602
8269	516	451	124	700
827	1929	596	53	191
8270	995	843	469	2351
8273	2489	1771	1489	3662
8277	1	1	9	4
828	294	747	648	309
8284	4	7098	0	147
8287	0	1296	0	41
8288	20	14	11	8
8289	6301	2724	3115	4603
829	6104	4452	4344	5945
8290	0	1	1	3
8291	730	204	148	521
8292	51	53	36	20
8293	1	3	1	1
8294	71	273	66	140
8295	8019	2967	2935	7252
83	2	2	2	11
830	7306	4789	3135	6627
8301	5790	7291	3259	8181
8302	4	0	1	0
8303	912	546	106	482
8309	2118	603	494	1225
831	12372	14800	8794	10579
8310	1107	914	608	1217
8312	3509	7715	3217	4930
8313	32278	4237	7304	4604
8314	4218	4350	2175	3800
8315	1815	1362	870	1147
8317	395	133	280	683
8318	542	288	385	1011
832	8902	6487	6147	6269
8320	20	12	7	10
8321	1405	252	195	453
8322	699	575	170	522
8323	1355	1303	1532	2171
8324	795	826	1212	704
8325	643	531	120	378
83259	0	0	0	0
8326	72	4	0	79
8327	1	0	1	1
8328	10	5	4	27
8329	5	5	2	5
833	2358	2663	1429	4192
8330	0	0	0	0
8331	2	1	2	1
8332	0	3	2	0
8333	0	1	0	2
8334	291	1660	446	467
8335	1	1	1	0
8336	0	0	1	0
8338	20	9	8	11
8339	13	66	20	45
83394	731	1207	1504	484
834	1092	269	556	239
8340	0	1	4	5
83401	9	8	2	7
8341	16	78	14	57
83416	324	145	50	31
83417	12	9	2	1
8342	1	2	1	0
8343	1	4	3	4
83439	426	245	61	387
8344	5	11	4	11
83440	2848	1949	1343	2758
83442	6385	8293	8308	5415
83443	3254	4257	2208	4884
83444	12	17	13	15
83445	0	0	0	0
83446	1	3	3	2
83447	0	0	0	0
83448	1477	1177	992	1279
83449	1004	79	78	101
8345	33	118	17	41
83450	107	107	99	103
83451	4033	6264	4973	6640
83452	450	251	302	387
8346	1	1	1	0
83460	19	14	23	31
83461	623	612	691	1738
83463	456	1140	316	486
83464	755	397	113	203
83468	464	76	37	116
8347	6	9	12	21
83473	40	33	15	13
83475	729	622	765	983
83478	155	30	14	77
83479	701	616	340	509
8348	0	2	0	3
83480	567	641	350	721
83481	1482	510	1310	1214
83482	3	3	0	5
83483	2727	1753	1023	2614
8349	118	739	80	280
835	3849	3563	1826	4936
8350	0	2	0	1
8351	0	0	0	0
8352	1	5	0	1
83528	2	2	0	1
8353	72	583	66	112
83530	8	8	2	7
83538	66	46	19	38
83539	5	0	0	0
8354	2	2	0	0
83540	346	326	359	1302
83541	942	955	566	1064
83543	234	249	34	1003
83544	506	180	394	629
83546	2	22	5	0
83547	252	765	553	422
83548	2711	3157	1349	1815
83549	1118	1381	433	1021
8355	7	30	12	23
83550	0	0	0	0
83551	0	0	0	0
83552	1	0	0	0
8356	2	3	2	1
8357	18	88	22	35
8358	1	2	2	1
8359	2	0	0	2
83590	3518	3327	1847	4293
83591	316	305	133	213
83592	113	201	110	402
83593	775	176	213	243
83594	1141	1233	568	12
83595	79	29	21	65
83596	903	1049	623	1709
83597	1	0	0	0
83598	8	14	3	9
836	1888	1324	1362	1868
8360	0	5	1	2
83604	992	97	82	160
83605	2539	3385	1150	3421
83606	3843	2250	2166	3483
83607	2559	2037	1254	2608
83608	323	345	154	390
8361	0	0	0	1
8362	4	6	4	4
8363	1	8	0	0
83636	1020	1126	684	1082
83637	13665	13949	5337	11506
83638	1264	2241	626	1236
83639	0	1	1	0
8364	1	2	2	2
83640	218	103	49	104
83641	1611	1194	642	1299
83642	1138	1323	687	1630
83643	752	257	76	862
83647	0	0	0	0
83648	441	16	77	27
8365	29	52	7	41
83650	2	5	0	1
83655	0	0	0	0
83656	1	0	0	0
83657	14	0	1	1
83658	397	1033	272	736
83659	1	0	2	4
8366	1	7	1	0
83660	1439	2480	2327	2647
83661	55	2231	32	453
83666	1632	2155	1100	1725
83667	1728	704	491	1140
8367	6	45	10	13
8368	0	4	0	0
8369	0	0	0	0
83690	140	17	7	116
83692	2388	1859	473	1764
83693	812	1079	402	735
83694	758	555	336	798
83695	1153	1174	791	1774
83696	2528	2159	2682	2396
83697	10	17	11	19
83698	3	3	3	3
83699	4498	8558	4222	3976
837	2826	325	379	880
8370	1	5	0	9
83700	305	40	39	107
83706	896	287	233	270
83707	1019	1770	686	1308
83714	372	264	98	153
83715	333	2672	261	1119
83716	1657	414	585	744
83719	932	3794	719	778
8372	126	277	159	341
83723	4	4	5	3
83729	5	1	2	32
8373	3	0	0	3
83732	1227	1037	882	2084
83733	27	31	18	10
83734	523	399	208	307
83737	3483	2852	1137	3933
83740	0	0	0	0
83741	0	0	0	0
83742	2012	4190	2420	4538
83743	2316	1875	1648	2533
83744	187	122	84	180
83746	1406	804	656	1227
83752	3917	3778	2467	3637
83755	0	0	0	0
83756	45	25	10	50
83757	0	1	0	0
83758	371	89	75	141
83759	713	1068	325	821
83786	1557	2294	1119	2682
83787	3184	2602	1266	4491
8379	22	7	5	20
83795	0	0	0	0
838	153	22	149	163
8382	6	26	3	97
8383	0	1	0	0
8384	0	0	0	0
83844	1	0	0	1
83849	19	2	1	1
83850	48	5	28	240
83851	2	0	2	0
83852	1357	1116	624	615
83853	4	1	3	3
83854	15	16	8	15
83855	1525	1170	1507	2859
83856	504	1066	144	522
83857	215	56	31	114
83858	1639	1906	985	1806
8386	0	0	0	0
83860	458	217	273	794
83861	850	805	599	933
83862	1547	4631	1053	1990
83863	0	0	0	0
83866	0	0	0	0
83867	0	0	0	0
83868	0	14	0	0
83869	1	8	0	2
8387	1	0	0	0
83871	656	136	70	302
83872	573	70	81	134
83873	6	10	4	6
83874	433	424	425	272
83875	59	196	94	70
83876	6	2	1	9
83877	1596	1208	1247	1165
83878	80	44	13	48
83879	8545	5180	1240	13389
8388	0	0	0	0
83881	9	15	4	1
83882	54	130	16	24
83884	4	6	2	4
83886	26	37	9	22
83887	155	41	3	109
83888	11	9	6	3
83889	0	1	0	0
8389	0	0	0	0
83890	31	10	4	4
83891	916	650	335	2162
83892	3958	2632	2773	3083
83893	0	0	0	0
83894	1	0	0	0
83895	1	0	0	0
83896	3	0	4	5
83897	8	0	1	0
83899	0	0	0	0
839	2254	1825	1213	1628
8390	0	0	0	0
83900	0	0	0	0
83901	0	0	0	0
83902	0	0	1	0
83903	141	61	169	351
8391	0	0	0	0
8392	0	0	0	2
83930	1650	1742	702	1650
83931	3609	3457	1483	3050
83932	323	442	350	542
83933	121	190	58	130
83937	706	407	97	685
83938	312	618	17	40
83939	4808	5459	3124	8880
8394	1978	1228	1141	2579
83940	1023	693	653	1518
83941	916	577	675	822
83942	0	0	0	0
83943	862	462	254	629
8395	1703	4003	805	1533
83953	56	297	20	106
83955	13	16	4	7
83956	1	0	0	0
83957	0	2	0	0
83959	203	827	460	184
8396	3445	3237	1811	4185
8398	902	756	559	341
83982	1092	1066	647	753
83983	109	133	34	118
83985	61	78	21	43
83986	5050	9173	4741	4829
83987	248	24	16	72
83988	841	269	407	306
83989	1126	626	450	670
8399	50	576	191	115
83990	389	360	431	799
83992	2681	363	201	922
83998	29244	615	7119	784
83999	1656	976	1613	1578
840	1026	4115	3620	2659
84000	1992	287	474	1234
84002	1494	701	1237	1083
8402	1807	2054	2278	2878
8403	366	23	111	13
84033	676	328	75	335
84034	690	469	391	329
8404	5963	617	407	1269
8405	2764	1860	1298	2621
84054	19	1	0	4
84055	8	30	2	6
84056	279	322	153	135
84057	2	4	3	1
84058	350	204	200	706
84059	25	12	1	13
8406	207	79	34	369
84060	780	691	293	579
84061	4116	3476	2861	6148
84062	1035	1657	421	1157
84063	4	44	2	2
84064	28	34	13	34
84065	1936	1324	1167	1865
84066	1	0	3	0
84067	3358	5790	2271	4104
84068	482	314	262	316
84069	111	261	127	485
8407	24348	26336	23867	38841
84070	37	31	20	24
84071	264	109	39	145
84072	12	9	18	3
84073	22	20	5	9
84074	158	373	127	305
84075	0	0	0	0
84076	2	3	2	0
84077	2	3	5	0
84078	488	482	274	299
84079	1855	3273	1811	3389
8408	3038	2829	1183	2010
84080	534	1589	511	1230
84081	1862	1451	997	2030
84083	423	179	167	485
84084	4	0	1	24
84085	830	856	481	794
84086	0	0	0	0
84087	0	0	1	0
84088	0	0	5	12
84089	0	0	0	0
8409	2054	2185	1353	4684
84090	0	0	0	0
84091	0	0	0	0
84096	1	0	0	0
84097	0	0	0	0
84099	0	0	0	1
841	2378	2018	1104	1808
8410	0	0	0	0
84100	213	158	121	287
84101	15	4	0	4
84102	968	1586	616	659
84103	0	0	0	0
84105	991	1128	634	995
84106	88	30	21	30
84107	0	1	0	0
84108	301	276	232	427
84109	4	2	99	0
8411	1973	1863	1233	1528
8412	813	508	317	426
84124	1633	1627	924	1582
84125	11	1	5	11
84126	593	837	475	902
84128	2412	2353	1450	4182
84129	14	9	13	26
84131	807	740	598	1494
84132	1143	1194	612	1321
84133	4943	792	1026	2243
84134	307	392	241	592
84135	1154	911	561	1049
84138	325	208	103	235
84140	148	127	71	462
84141	1078	72	17	672
84142	371	101	150	576
84144	346	101	164	177
84146	1824	998	1024	1249
84148	2056	2912	936	1854
84152	14051	34350	20914	10777
84153	1031	1771	508	1211
84154	1560	1986	1113	2834
84159	2494	1257	600	1723
8416	504	545	240	536
84162	3056	1727	2425	2404
84163	252	249	80	68
84164	3254	2330	1993	2397
84166	1407	3577	2312	3058
84167	232	138	115	300
84168	4835	391	365	1414
8417	1915	3625	1816	3010
84171	158	14	17	79
84172	2742	1783	1249	4406
84173	1155	1121	427	1060
84174	46	36	26	27
84176	16	13	4	35
84179	93	122	26	60
8418	337	64	230	51
84181	3994	2137	857	2808
84182	88	76	13	65
84186	1211	1493	630	2316
84187	3619	4847	3755	7141
84188	2509	3620	2764	3458
84189	612	12	374	11
8419	9	3	1	0
84190	188	218	183	187
84191	2390	1378	1289	2163
84193	2966	2009	2016	4447
84196	2505	1440	1640	2397
84197	1566	654	1678	1138
842	863	419	564	480
8420	1975	2547	1545	2344
84203	1	0	0	1
84206	196	17	9	32
84210	1	2	0	0
84215	93	5	1	7
84216	355	497	320	485
84217	54	22	16	23
84218	0	5	0	5
84219	579	519	246	591
84220	0	1	0	0
84221	360	483	399	2
84222	124	219	240	318
84223	218	86	174	369
84224	360	339	203	223
84225	117	285	137	106
84226	239	31	27	136
84229	2	0	0	4
84230	337	86	81	152
84231	5250	3869	3281	5205
84232	4440	5278	4503	6727
84233	502	1027	319	720
84236	1359	993	803	1400
84239	39	1484	50	10
8424	4	0	1	3
84240	1331	1077	431	1020
84243	1486	1132	1267	2175
84245	637	893	381	839
84246	1408	1203	645	1493
84247	2220	606	950	2385
84248	2019	1833	1562	2559
84249	1	4	20	16
8425	5112	23513	9461	4092
84250	402	257	147	413
84251	352	75	15	118
84253	167	376	112	618
84254	731	1545	875	1443
84255	4422	2934	2185	4648
84256	1425	2718	684	1549
84258	15	1	0	7
84259	1100	916	623	2186
84260	1372	583	618	933
84261	456	542	414	545
84262	1444	2706	1095	3041
84263	2690	2326	2004	2861
84264	315	1465	385	1077
84265	370	608	211	485
84266	1541	3888	1602	2672
84267	863	433	239	926
84268	1214	998	1143	1152
84269	961	1069	493	1087
8427	3333	2202	1295	3133
84270	636	2292	732	2038
84271	4082	2193	2177	4004
84272	3480	4990	1782	2437
84273	2102	721	1074	2234
84274	1270	1423	782	1395
84275	426	358	331	583
84276	0	0	0	0
84277	714	596	383	573
84278	1662	2264	924	1635
84279	420	1134	697	1441
8428	4401	5123	4129	4773
84280	1195	1241	861	1406
84281	263	374	581	121
84282	1517	1975	637	1396
84283	309	433	237	389
84284	1765	2174	1607	1617
84285	1272	1599	852	1864
84286	1401	1054	388	793
84287	1454	2398	1227	2412
84288	373	141	136	249
84289	2083	3781	1132	2892
84290	1	0	0	1
84292	125	328	138	157
84293	3934	5687	3869	5826
84294	1124	683	840	1554
84295	2242	1249	959	3346
84296	235	48	232	345
84298	807	730	620	736
84299	1186	1770	1100	1587
843	1282	1700	1105	1047
84300	1450	1320	674	1875
84301	2936	1824	1705	2479
84302	1037	3265	1210	2159
84303	656	827	421	1241
84304	854	1057	556	1095
84305	1476	1953	1330	1657
84306	230	251	193	395
84307	1490	881	598	1257
84309	1051	2116	675	876
8431	318	18	0	4
84310	4474	5964	1745	4374
84311	2472	1982	1565	3424
84312	263	87	146	365
84313	3236	2396	2153	2820
84314	250	287	360	324
84315	677	995	456	700
84316	888	891	1195	1533
84317	1914	3443	1265	2194
84318	424	333	358	606
84319	920	934	837	2986
84320	1726	2405	918	2407
84321	527	669	381	1139
84322	0	0	0	0
84324	12	7	2	9
84326	2040	4042	1594	3903
84327	1244	889	522	1361
84328	1932	1806	1270	2077
84329	154	142	13	56
8433	0	0	0	0
84330	740	684	367	704
84331	1960	6163	2021	4459
84332	5	4	0	3
84333	3178	3474	1952	2758
84334	683	440	530	1420
84335	2431	4848	2344	3232
84336	1992	2166	758	2395
84337	1916	2756	1480	2852
8434	394	53	41	303
84340	1047	588	626	1049
84342	448	704	276	558
84343	997	669	400	1295
8435	3	2	0	1
8436	360	125	63	73
84364	4560	5015	2448	4750
84365	1858	1491	854	2799
84366	0	0	957	14
8437	1768	1662	2415	1140
84376	1921	498	1058	711
8438	279	119	169	736
8439	2373	1980	1492	2996
844	18	7	4	2
8440	3428	3383	1013	3010
84417	51	0	0	4
84418	4181	9844	3910	3244
84419	423	3454	1429	1571
8443	2430	3107	1783	2689
84432	0	0	0	0
84433	2057	72	413	88
84435	2	1	0	2
84436	140	29	15	52
84437	586	562	239	871
84439	101	59	9	55
8444	285	125	61	274
84440	4288	3390	2428	3500
84441	1008	1668	647	1328
84443	48	39	228	95
84444	2205	1136	1819	2621
84445	3152	3731	1364	3987
84446	242	228	36	95
84447	4658	5467	1889	5039
84448	2118	896	505	1006
84449	658	554	203	448
8445	4294	2447	2463	2088
84450	1184	519	304	777
84451	1110	1274	974	2608
84455	260	148	192	211
84456	634	796	168	402
84457	269	4	0	0
84458	2388	2748	2283	4285
8446	976	972	589	1339
84460	1001	173	130	318
84461	836	671	688	1106
84464	570	455	287	577
84465	623	19	5	12
84466	5	0	0	6
84467	93	1	0	0
8447	257	52	546	57
8448	35	416	68	343
8449	2308	3030	1278	2796
84498	1726	1434	929	1470
845	51	1	4	5
8450	4640	2738	1798	4308
84501	4435	10294	2936	3577
84502	38	7	3	4
84503	215	298	158	192
84504	0	0	0	0
8451	6211	7612	5082	6027
84513	2863	1485	1180	1028
84514	2688	3057	1579	2875
84515	442	421	205	437
84516	3659	4008	1817	3740
84517	26	94	56	102
84518	29	205	206	60
84519	218	140	120	53
8452	2870	1827	1529	2820
84520	273	458	202	379
84522	1652	2994	1377	1634
84524	1180	1013	581	1684
84525	217	46	19	135
84527	218	501	186	221
84528	1	0	0	0
84529	517	199	235	383
8453	1349	1424	997	1877
84530	2	1	0	1
84532	3333	7246	983	3596
84536	71	54	36	56
84539	0	0	0	0
8454	4734	2705	1959	4992
84541	188	71	154	158
84542	565	859	532	793
84545	1737	2167	1605	2582
84546	0	0	0	0
84547	213	114	51	260
84548	403	396	205	649
84549	857	508	925	1051
8455	3146	1455	737	2442
84552	136	91	30	162
84553	63	221	6	354
84557	1840	3271	728	1138
84559	0	0	2	0
8456	12	68	29	14
84560	49	0	0	1
84561	1011	1222	521	1697
84569	0	0	0	0
84570	10	1	4	3
84572	2240	2651	1263	2047
8458	982	943	1009	1784
8459	2172	749	514	862
846	2	2	3	0
8460	302	50	28	334
84612	637	1124	301	859
84614	566	635	295	478
84616	0	0	0	2
84617	1019	323	181	666
84618	0	0	0	0
84619	430	563	118	230
8462	682	1003	476	1142
84620	20	3	10	207
84622	73	229	95	274
84623	13	4	17	8
84624	1514	113	94	312
84626	116	206	9	38
84627	160	32	30	171
84628	109	40	17	29
84629	11804	19792	6730	14318
8463	1672	1328	345	687
84630	77	245	581	225
84631	1	4	0	0
84632	1028	1165	1566	890
84634	1	3	3	5
84636	78	28	9	13
84639	0	0	0	1
8464	406	214	193	397
84640	1706	802	1140	1298
84641	2764	2985	1541	4814
84643	0	0	0	0
84645	59	46	39	64
84647	159	2	2	128
84648	2	0	0	1
84649	2167	797	300	1939
84650	1778	3429	1657	3333
84651	1	0	8	4
84654	1	6	1	6
84656	5323	5897	2847	5453
84657	32	109	46	45
84658	15	2	3	6
84659	16	31	8	1
84660	15	16	11	6
84661	1658	2173	899	1234
84662	646	138	63	300
84664	0	0	0	0
84665	12	18	21	5
84666	396	38	2096	105
84667	6	5	1	3
84668	299	147	58	271
84669	1565	2591	931	1757
8467	5813	1832	2984	4419
84671	225	255	21	29
84672	0	0	0	0
84673	0	0	0	0
84674	781	58	172	71
84675	9	5	0	0
84676	17	3	0	2
84677	0	0	0	0
84678	1619	1225	847	1777
84679	589	88	46	2015
8468	1	1	1	3
84680	716	969	188	423
84681	8	15	9	20
84684	0	0	0	0
84687	4426	2934	1559	3811
84688	27	161	52	44
84689	26	19	6	16
84690	2	2	0	0
84691	1	1	1	1
84692	0	1	3	0
84693	333	429	248	474
84694	0	0	0	0
84695	215	133	42	323
84696	40	15	8	155
84698	240	117	74	53
84699	16	50	1	34
847	2935	3705	3380	2560
8470	2147	292	403	834
84700	5	3	35	2
84701	50	15	11	26
84705	1081	1650	1024	2231
84706	2595	3205	1579	5375
84707	671	418	5	44
84708	1244	362	371	322
84709	11	3	1	1
8471	0	0	0	0
84717	2325	3043	1896	3232
84720	2552	2115	1330	3278
84722	376	300	270	904
84725	1048	782	411	1234
84727	647	1222	342	743
8473	9925	18524	6731	20122
84733	424	800	683	548
84734	190	212	45	130
84735	7	4	0	1
84740	41	8	21	1608
84747	1856	990	813	1297
84749	1230	1396	660	877
84750	505	210	402	439
84752	364	249	66	246
84759	818	1063	323	1535
8476	2600	2206	1643	2028
84765	439	1215	248	459
84766	1338	1025	983	981
84767	0	0	0	0
84769	404	793	463	1065
8477	84	10	7	16
84771	76	4	40	1
84775	414	556	187	346
84777	434	743	347	989
84779	0	1	1	0
84787	1410	1567	764	869
8479	833	591	442	821
84790	4881	3225	3471	6450
84791	311	388	251	210
84792	868	966	321	1119
84793	415	1249	208	475
84795	578	528	543	532
84798	7607	2836	2391	8166
8480	3171	2172	957	2744
84803	240	108	62	210
84804	2027	1634	1203	2478
84807	329	451	221	247
84808	2	1	1	4
84809	2389	1944	1056	3174
8481	2464	2489	1612	2922
84811	1107	1045	495	1834
84812	20	2	4	9
84814	67	20	6	28
84816	361	583	290	680
84817	1465	1972	1926	2375
84818	868	1482	481	583
8482	575	141	206	298
84820	145	320	66	121
84823	7297	2949	4621	13521
84824	103	39	3	1
84826	0	0	0	0
8483	226	11	21	16
84830	48	3944	238	37
84832	0	0	0	0
84833	2365	6028	2935	4319
84836	3616	7490	5363	3553
84837	78	81	52	124
84838	2079	1163	759	1867
84839	2	0	1	0
8484	1	1	0	0
84842	487	746	424	1202
84844	1009	739	712	1175
84847	97	34	5	69
84848	57	27	2	220
84850	0	44	7	4
84851	828	1297	323	470
84852	804	372	204	307
84856	7	18	2	27
84858	3074	693	307	981
84859	1442	1719	1027	1941
84861	681	363	197	450
84864	1250	1036	892	1545
84865	633	459	174	785
84866	222	45	31	181
84867	47	1	3	8
84868	194	45	19	72
84869	1114	700	731	1070
8487	349	190	219	523
84870	228	14	14	34
84871	9	3	1	7
84872	286	203	138	251
84873	49	25	39	16
84874	1779	2782	623	1486
84875	4176	4226	2053	4730
84876	1413	1539	714	1429
84878	992	789	741	845
84879	1691	951	1505	1100
8488	2	1	1	8
84881	1638	1537	879	2693
84883	1567	2211	1405	2827
84885	1776	2771	2196	2455
84886	2291	1886	1920	3279
84888	2922	2214	1961	1201
84889	21	0	2	0
8489	5	1	1	3
84890	1093	1056	849	1744
84891	0	0	0	1
84892	633	666	342	1080
84893	2776	3248	1598	3034
84894	330	55	37	225
84895	1401	3742	1223	2220
84896	2162	2796	2094	3306
84897	1124	1828	796	1570
84898	1451	106	763	433
84899	2058	2710	1170	1863
8490	3383	1417	473	3276
84900	177	186	250	222
84901	1783	3440	1600	2737
84902	1173	1414	804	1532
84904	497	486	280	1459
84905	412	475	163	327
84908	3039	2710	1640	3990
84909	1133	1657	1893	808
8491	1805	1402	832	1023
84910	3623	4690	2283	4355
84911	129	52	13	24
84912	783	489	258	1302
84913	445	22	359	65
84914	1781	2121	1229	1101
84915	1159	22	35	250
84916	2141	2904	1598	3512
84918	76	69	33	98
84919	3020	2861	3199	4068
8492	298	230	413	261
84920	169	115	107	179
84922	1056	953	466	1010
84923	787	952	432	929
84924	471	410	224	356
84925	396	889	382	880
84926	3570	3407	2150	2195
84928	1535	921	640	1522
84929	620	48	35	204
8493	699	1053	525	801
84930	504	359	405	962
84931	24	2	1	12
84932	737	431	475	890
84933	120	197	118	150
84934	970	1052	535	1124
84935	89	9	36	23
84936	876	907	677	1018
84937	961	1284	595	983
84938	474	184	297	318
84939	1690	1426	1047	1689
84940	56	15	15	55
84941	886	1812	864	1330
84942	272	104	132	186
84944	5	4	4	7
84945	1353	1170	875	730
84946	897	1024	456	1367
84947	396	577	332	650
84948	502	924	755	1098
8495	2747	3135	925	2391
84950	2554	1678	1298	1940
84951	4925	3815	755	7914
84952	1311	51	66	74
84954	513	1154	571	823
84955	1104	841	1103	2282
84957	199	100	95	624
84958	662	1806	1115	610
84959	172	61	128	294
8496	2245	1056	1156	1282
84960	79	483	74	151
84961	1242	1397	645	1075
84962	1640	690	207	1816
84964	182	172	66	130
84966	37	1	1	19
84967	757	639	450	821
84968	183	11	0	0
84969	173	92	23	72
8497	75	40	11	308
84970	3	1	0	0
84971	741	1456	712	1464
84973	1479	2538	1097	2459
84975	1630	2538	1241	1503
84976	524	371	221	221
84978	579	57	103	618
8498	3498	3805	1957	3701
84981	222	606	851	307
84983	50	31	15	112
84984	61	50	33	146
84985	9	90	41	52
84986	325	387	336	753
84987	937	1068	829	1048
84988	1794	4143	2151	3393
84989	6	7	5	4
8499	26	4	2	8
84991	3394	4710	2638	5842
84992	0	0	0	0
84993	2188	1084	1052	1552
84996	119	204	115	101
8500	2121	2284	1199	2992
85002	64	9	134	201
85003	1	0	1	0
85004	238	24	10	41
85007	2868	4886	1757	1718
8501	987	1882	460	3377
85012	511	266	71	392
85013	891	477	511	739
85014	1697	4472	1356	5884
85015	572	716	431	829
85016	100	44	7	208
85019	434	237	182	392
8502	4866	2974	1626	6731
85021	2217	1698	1324	3058
85025	596	1557	393	838
85026	477	967	342	529
85027	1715	1097	459	336
85028	1013	1033	797	1202
8503	826	325	560	339
8504	410	384	421	537
8505	1097	988	774	1518
8506	371	800	59	232
8507	11697	6130	5237	5868
8508	2424	610	1266	2138
8509	22	8	10	17
8510	8	5	5	3
8511	30	0	3	27
8512	9	1	0	9
8513	1	0	0	0
8514	1917	1867	171	2447
8515	94	31	13	31
8516	297	80	92	183
8517	355	232	147	462
8518	2718	2169	1384	3072
8519	3100	10830	4916	3274
8520	1705	1491	919	2187
8521	6	0	0	1
8522	1258	102	298	321
85235	1	2	1	2
85236	139	646	178	362
8525	4863	4432	2058	5985
8526	577	878	285	1296
8527	3869	9541	1310	5365
8528	240	213	52	30
85280	0	0	0	0
85285	58	4	10	9
85289	0	0	0	0
8529	480	262	1598	1162
85290	0	0	0	0
85291	0	0	0	0
85293	2	0	0	0
85294	0	0	0	0
8530	86	26	61	58
85300	2	4	1	2
85301	1343	151	62	410
85302	189	305	70	377
85303	0	0	0	0
8531	6653	6474	6074	7916
85313	999	933	736	1545
85314	40	44	35	9
85315	4869	2120	2740	2375
85319	0	0	0	0
8532	20	4	5	11
85320	18	8	8	9
85329	6	1	1	0
8533	1766	863	1809	2495
8534	131	25	10	59
85340	0	0	0	1
85343	0	0	0	0
85344	4	0	0	0
85345	1	0	0	0
85347	0	0	0	0
85348	5	0	2	1
85349	24	4	7	9
8535	1437	2664	712	1854
85352	40	6	10	16
85354	0	0	0	0
85358	980	468	167	1122
85359	852	701	613	1167
8536	85	81	26	39
85360	623	191	61	341
85363	942	827	377	739
85364	1921	1341	559	1527
85365	1647	2191	1057	2095
85366	61	19	6	37
85369	2328	1325	1172	1306
8537	1040	1432	2272	463
85376	4	1	0	1
85377	1377	719	886	1339
85378	3826	3471	1465	3081
85379	5715	2391	3814	3556
8538	215	94	332	31
85388	0	0	0	0
85389	0	0	0	0
8539	4209	3791	2374	4950
85390	0	0	0	0
85391	4	9	15	39
85395	765	772	564	1092
85397	5	0	0	0
8540	3606	1548	1636	3457
85403	1062	1375	713	1437
85406	882	472	415	813
85407	34417	599	5247	2252
85409	484	181	1349	1516
8541	680	2508	686	2449
85413	3	1	0	4
85414	1228	1751	1069	2185
85415	3775	2380	2599	4158
85416	0	1	93	76
85417	16	11	21	10
8542	3903	1020	2633	2993
8543	1130	612	426	736
85437	1713	2157	1119	1965
85438	0	0	0	0
85439	362	362	302	318
8544	317	334	305	1123
85440	2063	989	1294	1630
85441	4359	7835	1601	4479
85442	36	220	20	84
85443	25	8	9	47
85444	1211	609	930	1709
85445	0	0	0	0
85446	259	67	118	220
85449	753	124	28	162
8545	3235	3262	1889	2292
85450	547	598	402	1317
85451	2049	2645	741	1778
85452	40	55	5	36
85453	189	37	11	66
85455	80	182	960	90
85456	7892	8115	5119	7404
85457	1126	854	789	1189
85458	589	322	226	617
85459	633	300	412	903
8546	3922	2850	2118	2701
85460	220	431	39	665
85461	2277	1538	1396	2244
85462	2079	1456	2196	2971
85463	596	858	445	224
85464	2158	1549	1217	1788
85465	3059	2707	1799	6234
8547	30	22	9	80
85474	36	86	37	36
85476	2140	2519	2093	3583
85477	558	1331	548	23
85478	82	95	56	97
85479	11	2	1	5
8548	780	873	498	852
85480	52	55	9	9
85481	4	0	0	0
85486	7	12	0	8
8549	7113	759	1711	10633
85495	0	0	0	0
8550	3029	2432	2187	2435
85508	0	0	0	0
85509	0	0	0	0
8551	0	0	0	0
8552	151	132	100	173
8553	6878	7051	5692	10923
8554	1657	732	668	951
8555	1900	2545	497	934
8556	289	185	163	220
85569	0	0	0	571
8557	54	95	12	34
8558	5932	11234	2226	3862
8559	204	153	148	237
8560	1318	1146	473	1763
8562	3593	3072	2387	4118
8563	1197	435	444	1226
8564	27	5	8	8
8565	5707	2727	2974	6310
8566	7149	16789	8778	12706
8567	3258	4164	1763	4283
8568	1974	3259	1958	2776
8569	1029	900	776	954
857	1397	402	346	710
8570	11238	6767	7361	14277
8572	291	155	49	100
8573	5430	3765	2436	4993
8574	1511	1190	1054	391
8575	1407	838	555	1219
8576	1728	1963	776	1949
8577	0	0	0	0
8578	257	602	194	289
858	725	183	543	367
8580	0	0	0	0
8581	12	0	38	3
8582	0	0	0	0
85824	17	11	3	6
8583	0	0	0	0
8585	0	0	0	1
8586	1	1	0	0
85865	2051	849	789	1917
8587	0	0	1	0
8588	1	0	0	0
859	0	2	0	1
8590	2	2	2	2
8591	1	0	0	0
8594	0	0	0	0
8595	0	0	0	0
8596	0	0	0	0
86	1835	2306	1527	3959
860	764	81	66	169
8600	418	95	38	25
8601	11	4	2	3
8602	3170	862	1713	3534
8603	1964	883	743	1305
8604	1277	1358	968	1490
8605	849	236	79	185
8607	2130	2872	1927	5058
8608	14	13	9	16
8609	1341	876	499	1501
861	8176	2374	1963	2563
8611	999	1044	308	515
8612	7207	6291	6666	5209
86123	56	29	77	70
8613	1510	510	162	619
8614	416	403	253	6038
8615	4698	2032	2399	4745
8618	2181	171	85	533
862	263	34	7	93
8620	0	0	0	0
8621	4120	4058	1906	3736
8622	85	41	20	25
8623	996	1285	729	1762
8624	1468	2192	1111	4746
8625	1329	1857	1434	1995
8626	21	3	18	4
8629	1210	1013	854	1917
863	325	38	65	43
8630	206	17	28	66
