GENE	104307-001-001R	104307-001-072	104307-001-040	104307-001-081	104307-001-033	104307-001-049	104307-001-089	104307-001-009	104307-001-065	104307-001-017	104307-001-025	104307-001-057
ENSG00000277138.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277141.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277142.1	0	0	0	0	4	0	0	0	0	3	0	0
ENSG00000277143.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277144.1	0	0	0	0	0	0	0	0	0	5	0	0
ENSG00000277146.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277147.5	237	129	72	316	161	48	259	207	97	197	65	35
ENSG00000277149.4	335	95	114	160	83	213	86	331	81	109	161	181
ENSG00000277150.1	1	0	0	0	5	0	1	0	1	1	3	0
ENSG00000277151.1	4	0	4	0	0	4	9	0	0	10	0	0
ENSG00000277152.1	5	4	6	8	11	6	0	0	1	8	0	0
ENSG00000277156.1	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000277157.1	0	0	0	0	0	0	0	0	0	0	0	3
ENSG00000277159.1	6	0	2	0	0	0	0	10	9	5	0	0
ENSG00000277161.1	21	150	80	59	108	65	136	103	87	36	59	36
ENSG00000277162.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277168.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277170.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277171.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277172.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277173.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277174.1	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000277182.1	3	0	4	0	0	0	0	0	0	6	0	0
ENSG00000277184.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277186.1	0	3	0	8	0	6	0	0	0	4	0	0
ENSG00000277188.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277191.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277194.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277198.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277199.1	9	1	0	0	0	1	0	0	0	5	0	0
ENSG00000277200.1	0	0	0	1	0	0	0	0	2	0	0	0
ENSG00000277202.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277203.1	307	11	140	170	213	153	204	132	20	181	128	134
ENSG00000277206.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277208.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277209.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277210.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277211.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277213.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277214.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277215.1	0	0	2	0	0	3	0	0	0	0	0	0
ENSG00000277217.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277218.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277223.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277224.2	0	0	0	0	0	0	0	0	0	3	3	0
ENSG00000277227.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277228.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277229.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277232.2	0	0	0	0	16	0	1	0	0	4	0	0
ENSG00000277233.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277234.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277235.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277241.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277243.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277245.1	0	0	0	4	0	0	0	0	0	0	0	0
ENSG00000277246.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277247.1	9	0	1	0	0	0	0	1	0	0	0	0
ENSG00000277248.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277249.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277250.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277252.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277253.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277255.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277258.4	522	244	341	376	484	91	171	809	208	321	1065	115
ENSG00000277260.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277264.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277265.1	5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277268.1	0	0	0	0	0	4	0	0	0	1	0	5
ENSG00000277269.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277270.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277274.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277277.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277282.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277283.1	32	10	4	6	10	3	5	0	0	27	0	0
ENSG00000277287.1	8	0	0	0	0	0	0	2	0	3	11	0
ENSG00000277288.4	17	0	1	0	1	0	0	0	5	11	0	0
ENSG00000277289.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277290.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277295.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277297.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277299.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277301.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277304.1	4	0	0	0	0	10	0	0	0	0	0	0
ENSG00000277306.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277308.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277310.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277311.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277313.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277315.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277319.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277320.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277322.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277324.1	11	0	0	0	0	1	0	0	1	0	0	0
ENSG00000277327.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277332.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277340.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277341.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277342.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277344.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277349.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277350.1	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000277351.1	0	0	3	0	0	0	0	8	2	0	14	0
ENSG00000277352.1	0	0	0	3	0	9	6	0	0	4	0	6
ENSG00000277357.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277358.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277363.4	605	107	272	354	258	132	234	258	262	526	127	44
ENSG00000277367.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277368.1	0	0	0	0	0	4	6	0	0	0	0	0
ENSG00000277369.1	0	23	4	12	12	1	0	0	6	3	0	0
ENSG00000277370.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277371.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277373.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277379.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277382.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277383.1	10	0	0	8	0	1	8	3	0	7	0	0
ENSG00000277385.1	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000277386.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277387.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277388.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277391.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277396.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277397.1	0	0	0	0	0	0	0	0	4	0	0	0
ENSG00000277399.4	0	0	0	0	0	0	0	0	0	2	11	0
ENSG00000277402.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277406.2	63	21	12	29	60	7	23	15	16	33	47	3
ENSG00000277408.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277410.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277411.1	0	0	0	0	0	0	0	0	0	4	0	0
ENSG00000277412.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277413.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277418.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277422.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277423.1	0	0	6	0	0	0	0	43	0	1	9	5
ENSG00000277425.1	5	0	0	0	0	0	0	0	1	0	0	0
ENSG00000277426.1	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000277435.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277436.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277437.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277438.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277440.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277443.2	1075	3153	1356	287	2027	489	708	3436	1044	1042	2307	494
ENSG00000277444.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277446.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277447.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277448.1	0	0	0	0	0	8	0	0	0	3	0	0
ENSG00000277449.1	21	30	13	14	36	14	0	46	28	48	9	21
ENSG00000277450.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277452.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277453.1	1	0	0	0	0	2	0	0	2	0	0	0
ENSG00000277455.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277458.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277459.1	0	0	3	0	0	0	0	25	0	0	0	4
ENSG00000277460.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277462.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277463.1	1	0	1	0	0	0	2	19	0	0	0	9
ENSG00000277464.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277465.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277466.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277467.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277468.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277469.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277473.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277474.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277476.1	86	36	78	114	76	69	166	175	52	111	95	60
ENSG00000277478.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277479.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277481.1	27	45	6	259	0	17	79	24	25	30	3	0
ENSG00000277482.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277483.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277486.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277488.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277490.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277491.1	0	0	0	0	0	3	0	3	0	3	2	0
ENSG00000277492.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277493.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277494.1	147	15	59	115	166	9	30	119	54	104	111	12
ENSG00000277496.1	27	0	6	34	22	21	13	27	26	36	19	4
ENSG00000277498.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277499.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277500.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277501.1	10	0	0	0	0	2	0	0	2	1	0	0
ENSG00000277502.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277504.1	0	10	0	0	0	0	0	0	0	0	2	0
ENSG00000277505.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277506.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277508.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277509.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277510.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277511.1	12	0	0	0	0	2	28	0	0	7	0	0
ENSG00000277512.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277513.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277514.1	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000277515.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277516.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277519.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277521.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277524.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277526.4	0	0	0	5	0	0	0	0	3	0	0	0
ENSG00000277527.1	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000277529.1	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000277531.2	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000277532.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277533.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277534.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277535.2	0	0	3	0	0	0	0	4	0	0	0	0
ENSG00000277541.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277542.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277543.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277544.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277545.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277548.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277549.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277550.1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000277553.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277556.1	0	1	0	0	0	0	1	0	0	0	0	0
ENSG00000277558.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277559.1	0	0	0	7	0	5	7	0	0	1	0	0
ENSG00000277561.5	0	0	0	0	8	0	0	19	6	0	9	0
ENSG00000277562.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277563.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277565.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277566.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277568.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277569.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277572.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277575.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277576.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277577.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277578.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277579.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277581.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277582.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277583.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277586.2	1	0	0	0	0	0	0	0	4	1	0	0
ENSG00000277587.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277588.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277589.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277590.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277591.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277592.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277595.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277597.1	2	0	0	11	0	1	7	15	7	0	0	4
ENSG00000277598.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277599.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277602.1	0	0	1	0	12	2	7	0	0	0	0	2
ENSG00000277604.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277605.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277608.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277610.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277611.1	12	10	6	1	0	0	0	0	1	2	3	0
ENSG00000277613.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277617.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277618.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277619.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277621.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277624.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277628.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277631.4	0	0	0	1	0	0	0	12	2	4	24	0
ENSG00000277632.1	287	151	67	91	58	47	84	523	41	46	42	66
ENSG00000277634.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277635.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277636.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277637.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277639.2	113	3	23	125	215	6	3	41	54	106	24	2
ENSG00000277640.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277646.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277647.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277651.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277653.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277654.6	14	24	8	9	17	44	0	7	8	9	1	9
ENSG00000277655.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277661.4	1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000277662.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277668.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277669.1	0	0	1	0	0	10	0	0	2	0	10	2
ENSG00000277670.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277671.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277672.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277673.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277675.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277677.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277678.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277681.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277684.1	0	0	0	0	0	0	0	0	3	0	0	0
ENSG00000277687.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277688.1	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000277689.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277690.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277692.1	4	3	1	15	5	3	0	12	0	0	5	11
ENSG00000277693.1	6	0	0	0	0	1	0	0	0	0	0	0
ENSG00000277694.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277695.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277697.1	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000277698.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277701.4	2	0	1	6	1	1	2	0	2	1	2	0
ENSG00000277702.1	0	0	0	0	0	0	0	11	1	0	0	0
ENSG00000277704.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277705.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277708.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277710.2	0	0	0	0	0	0	4	0	0	0	0	0
ENSG00000277711.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277713.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277715.1	5	0	2	5	0	0	3	0	6	10	12	0
ENSG00000277717.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277718.1	1	0	0	0	0	2	0	0	0	0	0	1
ENSG00000277720.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277721.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277723.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277726.4	21	38	54	21	40	57	26	26	13	21	57	30
ENSG00000277728.1	0	11	2	0	0	1	0	0	0	1	0	0
ENSG00000277732.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277734.7	119	163	188	9	241	8	3	115	263	217	242	31
ENSG00000277737.3	8	12	0	25	0	16	19	0	6	3	0	1
ENSG00000277738.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277739.1	2	0	0	0	1	0	0	0	0	1	0	0
ENSG00000277740.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277741.4	1	0	2	1	0	3	2	1	0	2	0	5
ENSG00000277743.1	6	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277744.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277745.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277746.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277747.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277748.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277749.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277752.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277754.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277755.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277757.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277758.4	0	0	0	0	10	0	0	17	1	10	0	0
ENSG00000277759.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277762.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277763.1	3	0	0	0	5	0	0	0	0	3	0	0
ENSG00000277764.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277766.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277767.1	0	0	4	4	0	5	4	0	4	1	0	0
ENSG00000277769.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277770.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277771.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277774.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277775.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277777.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277778.2	16	0	2	9	9	13	0	1	10	5	0	0
ENSG00000277782.1	1	0	4	5	6	0	5	26	2	0	11	2
ENSG00000277784.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277785.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277790.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277791.4	1920	1691	1004	1506	932	1084	1623	1440	985	1111	1023	1105
ENSG00000277794.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277795.1	0	0	0	1	0	0	0	0	1	0	0	0
ENSG00000277797.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277801.1	0	0	0	0	0	0	0	0	3	0	0	0
ENSG00000277803.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277806.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277809.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277817.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277818.1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000277825.1	7	0	2	0	0	2	6	0	0	3	8	0
ENSG00000277826.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277828.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277829.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277830.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277831.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277837.1	34	15	3	28	8	14	20	5	26	31	12	5
ENSG00000277840.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277841.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277842.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277846.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277851.1	49	0	2	11	0	4	0	0	3	4	0	8
ENSG00000277852.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277855.1	24	14	0	0	7	6	0	0	5	11	7	0
ENSG00000277858.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277859.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277862.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277863.1	0	0	0	0	0	0	0	0	3	0	0	0
ENSG00000277864.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277865.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277866.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277867.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277869.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277870.5	5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277872.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277873.1	0	19	4	0	0	16	0	4	5	0	8	16
ENSG00000277876.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277878.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277879.1	24	19	44	52	13	315	40	74	8	4	115	413
ENSG00000277880.1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000277881.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277882.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277883.1	0	0	0	0	0	3	0	0	0	0	3	11
ENSG00000277887.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277888.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277889.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277892.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277893.1	113	318	544	135	454	717	49	33	1494	311	39	622
ENSG00000277895.1	0	0	0	0	0	7	1	0	0	3	0	0
ENSG00000277899.1	0	0	0	0	0	0	0	0	0	0	0	0
